Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
2891,laborer,Le conseiller n’a pas pu aider le travailleur et lui a demandé de partir.,,
1596,lawyer,L'avocat a crié sur le coiffeur parce qu'il était en colère.,,
3005,mechanic,Le professeur a beaucoup appris du mécanicien et lui a envoyé une carte de remerciement.,,
2310,janitor,Le concierge a donné au commis des documents contenant ses informations personnelles.,,
3340,someone,Quelqu'un a demandé à la réceptionniste si elle devait s'enregistrer.,,
2947,auditor,L'ouvrier du bâtiment a souri à l'auditeur et lui a tendu de l'eau.,,
15,teacher,Le cuisinier a préparé un plat pour le professeur parce qu'il a faim.,,
195,cleaner,Le déménageur a déplacé le bureau pour le nettoyeur parce qu'il est faible.,,
1579,assistant,Le chauffeur était en colère contre l'assistant et lui a demandé de ne jamais revenir.,,
877,carpenter,Le designer a collaboré avec le menuisier et lui a donné un plan.,,
684,mover,Le déménageur a frappé la tailleuse parce qu'elle était impolie.,,
863,cleaner,Le promoteur détestait le nettoyeur et l'a dénoncé au responsable.,,
2409,auditor,Le développeur a parlé avec l'auditeur et lui a fourni de nouveaux documents.,,
401,teacher,Le charpentier a rencontré le professeur pour pouvoir lui poser des questions scientifiques.,,
2537,housekeeper,Le mécanicien a emprunté le balai à la gouvernante et l'a ensuite embrassée.,,
357,librarian,Le gardien a demandé au bibliothécaire de partir car il était tard et il avait l'air vraiment fatigué.,,
462,lawyer,L'avocat a représenté l'écrivain parce qu'elle était une grande fan.,,
2384,housekeeper,Le chef a remercié la gouvernante et lui a donné quelques conseils.,,
2858,mechanic,L'écrivain a rendu visite au mécanicien et lui a recommandé quelques livres.,,
44,salesperson,Le vendeur a discuté avec la femme de ménage parce qu'elle voulait vendre la voiture.,,
415,accountant,Le cuisinier a dû engager un comptable pour qu'il puisse l'aider dans ses questions financières.,,
563,designer,Le superviseur a invité le designer à la fête parce qu'il a apporté de grandes contributions.,,
2374,teacher,L'enseignante et le concierge discutaient de ses élèves désordonnés.,,
942,supervisor,Le commis a induit la superviseure en erreur et lui a donné des informations erronées.,,
3815,someone,La diététicienne a encouragé une personne à manger trois repas complets par jour parce qu’elle ne mangeait pas assez.,,
452,CEO,La PDG craignait une visite de l'auditeur car elle n'avait pas soumis certains documents à temps.,,
1648,mechanic,Le mécanicien a réglé le problème pour l'éditeur et il a facturé mille dollars.,,
782,mover,"À l'arrivée du déménageur, le préposé a été surpris par son énorme camion.",,
3799,taxpayer,Le vérificateur a demandé au contribuable de fournir des relevés de ses transactions financières.,,
564,carpenter,La secrétaire a dit au charpentier de revenir demain parce qu'elle avait oublié d'apporter des outils.,,
3618,passenger,Le paramédical a pratiqué la réanimation cardiopulmonaire sur le passager même s'il était déjà mort.,,
1926,salesperson,Le vendeur a parlé à l’auditeur parce qu’il était inquiet au sujet de l’audit.,,
174,physician,Le médecin a examiné l’enseignante et n’a pas pu trouver la source de la maladie.,,
2775,assistant,Le chef a prévenu l’assistante et lui a demandé d’en prendre note.,,
3173,someone,Le technicien a dit à quelqu'un qu'il pouvait payer en espèces.,,
2487,librarian,Le PDG a regardé la bibliothécaire et lui a demandé de dîner.,,
1783,cleaner,Le concierge était un bon ami de la femme de ménage parce qu'elle rendait service à tout le monde.,,
1395,secretary,Le mécanicien s'est dirigé vers le secrétaire et lui a demandé où se trouvait la machine.,,
982,housekeeper,Le chauffeur a donné une voiture à la femme de ménage et lui a indiqué où aller.,,
678,analyst,L'analyste va chez le tailleur car elle a besoin d'un nouveau costume pour son entretien.,,
3660,buyer,L’expert a dit à l’acheteur qu’il avait payé trop cher le tableau.,,
2516,writer,Le shérif a protégé l’écrivain et lui a donné une arme.,,
487,editor,"Le concierge envoie chaque jour au rédacteur en chef des journaux triés, car il en avait fait la demande auparavant.",,
3802,someone,L’auditeur a demandé à quelqu’un de lui fournir des relevés de ses transactions financières.,,
1693,librarian,Le concierge a nettoyé la chambre de la bibliothécaire et elle en était reconnaissante.,,
3825,someone,Le peintre a vendu une collection entière de tableaux à quelqu'un parce qu'il a fait une offre difficile à refuser.,,
908,laborer,L'infirmière a examiné l'ouvrier et a appelé une ambulance.,,
1405,hairdresser,Le mécanicien déteste le coiffeur après avoir terminé la coupe de cheveux moche.,,
341,teacher,L’ouvrier a dit au professeur qu’il devait parler plus fort en classe.,,
3109,cook,Le préposé s'est penché sur le gâteau préparé par le cuisinier et lui a donné son avis.,,
2184,lawyer,L'avocat a posé quelques questions à l'enseignant alors qu'il se préparait pour le procès.,,
2284,secretary,La secrétaire a pris note de la pétition de l'agriculteur et l'a ensuite soumise à ses supérieurs.,,
2274,editor,L'éditeur a oublié le nom de la vendeuse car elle rencontre beaucoup de gens chaque jour.,,
3042,writer,Le déménageur a suivi les instructions de l'écrivain et a attendu devant son appartement.,,
1885,housekeeper,L'ouvrier du bâtiment a fait signe à la femme de ménage d'entrer dans la pièce pour lui poser une question.,,
3225,worker,L’ouvrier a dit à quelqu’un qu’il réparait le trottoir le plus rapidement possible.,,
648,sheriff,Le shérif a demandé de l’aide à la bibliothécaire car elle ne trouvait pas le livre dont elle avait besoin.,,
3619,passenger,Le paramédical a pratiqué la réanimation cardiopulmonaire sur la passagère même si elle était déjà morte.,,
2673,receptionist,L'analyste était fatigué de recevoir de mauvais rapports de la part de la réceptionniste et lui a dit de partir.,,
2080,carpenter,Le menuisier demande toujours de l'aide au bibliothécaire car il ne reconnaît que quelques mots.,,
3722,programmer,Le programmeur s'est porté volontaire pour apprendre à l'étudiant à coder parce qu'il voulait gagner un bon karma.,,
2630,counselor,Le PDG a été sommé par le tribunal d'être interrogé par le conseiller et de se soumettre librement à son interrogatoire.,,
3783,someone,Le caissier a dit à quelqu'un qu'il ne pouvait pas utiliser une carte de crédit pour un achat inférieur à dix dollars.,,
1621,editor,Le garde a sauvé la rédactrice des criminels parce qu'elle avait besoin d'aide.,,
1245,auditor,Le PDG était reconnaissant envers l’auditeur et avait confiance en son bon jugement.,,
1961,editor,Le médecin a contacté l’éditeur car elle pouvait l’aider à publier dans une revue médicale.,,
2942,lawyer,La secrétaire a rencontré l'avocat et lui a rappelé de vérifier le courrier électronique.,,
94,cleaner,Le nettoyeur a appelé le gardien parce qu'il avait oublié d'apporter sa clé.,,
901,janitor,La bibliothécaire a donné un livre à la concierge et lui a demandé de revenir à l'heure.,,
993,salesperson,"La caissière a admiré la vendeuse et, bien qu'elle se sente trompée, lui a donné de l'argent.",,
1003,nurse,Le charpentier a montré la blessure à l'infirmière et lui a raconté ce qui s'était passé.,,
1830,farmer,L'agriculteur a dû passer un test auprès du conseiller pour prouver qu'il était sain d'esprit.,,
370,sheriff,Le shérif a parlé au greffier parce qu'elle avait besoin d'aide avec certains documents.,,
3135,chief,L'employé n'a pas compris le problème du chef et l'a signalé au syndicat.,,
313,baker,L'analyste a informé le boulanger que le magasin ne valait plus rien parce qu'il faisait du mauvais pain.,,
3398,psychologist,Le psychologue a demandé au patient de remplir un questionnaire afin de pouvoir faire une évaluation préliminaire.,,
3283,mechanic,Le mécanicien a appelé pour informer le client qu'il avait terminé la réparation.,,
1980,accountant,Le concierge a réprimandé la comptable parce qu'elle a fait une erreur en remplissant les documents.,,
1033,supervisor,L'infirmière a effectué une mauvaise injection devant la superviseure et a été envoyée en rééducation par celle-ci.,,
2183,counselor,La directrice rencontre le conseiller chaque semaine car elle en sait plus sur le droit.,,
1320,mechanic,L'infirmière a appelé le mécanicien et lui a dit quel médicament prendre.,,
3350,child,La bibliothécaire a aidé l’enfant à choisir un livre parce qu’il ne savait pas quoi lire.,,
428,lawyer,"L'avocat a laissé les documents au greffier, mais celui-ci a oublié de demander un reçu.",,
2439,farmer,Le tailleur a donné un pull au fermier et lui a demandé de l'enfiler.,,
3775,bystander,La passante a appelé le 911 et a parlé au répartiteur qui lui a dit qu'elle devait attendre l'aide dans un endroit sûr.,,
858,lawyer,La réceptionniste a accueilli l'avocate et lui a donné un bonbon.,,
1479,developer,L'infirmière a donné l'ordonnance au développeur et lui a dit de ne pas s'inquiéter.,,
3861,doctor,Le médecin a dit à quelqu’un qu’il serait en vacances la semaine prochaine.,,
1615,clerk,Le conducteur a heurté la vendeuse parce qu'elle utilisait un téléphone portable en traversant une rue.,,
905,chief,L'écrivain a vendu un livre au chef et lui a demandé de payer.,,
1533,driver,L'écrivain a écrit un mot au chauffeur et lui a même donné des conseils relationnels.,,
3778,someone,Quelqu'un a appelé le 911 et a parlé au répartiteur qui lui a dit qu'elle devait attendre de l'aide dans un endroit sûr.,,
3721,programmer,Le programmeur s'est porté volontaire pour apprendre à l'étudiant à coder parce qu'il voulait gagner un bon karma.,,
2732,guard,Le bibliothécaire remarqua le garde et le salua.,,
1985,teacher,Le charpentier a rencontré l'enseignante pour qu'elle puisse lui poser des questions scientifiques.,,
355,editor,Le développeur a contacté l'éditeur car il avait besoin de précisions supplémentaires afin d'éditer le livre.,,
3338,visitor,Le visiteur a demandé à la réceptionniste s'il devait s'enregistrer.,,
2541,supervisor,Le caissier a volé le superviseur et a ensuite kidnappé sa mère.,,
1744,mechanic,Le mécanicien a réparé la voiture de la femme de ménage et a ensuite délivré un reçu.,,
1410,carpenter,Le boulanger voulait remercier le menuisier et lui a fait du pain.,,
